Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR17011017,2023-08-01 20:18:03,2021-11-22 21:10:22,27650898,8056661950,27650898,291,3555,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17011/SRR17011017/SRR17011017.lite.1,SRX13201167,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP347311,PRJNA782665,3,782665,SRS11127817,SAMN23391527,simple,9606,Homo sapiens,GSM5700138,,,,,,,no,,,,,GEO,SRA1333377,,public,1D27F15F4AD8FC6BAA0959B2632549D7,D5AEBB24B4FBF21B9372C04CBC305F84
SRR17011018,2023-08-01 20:18:03,2021-11-22 21:37:18,55160534,16108964337,55160534,292,6778,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR017/17011/SRR17011018/SRR17011018.lite.1,SRX13201168,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP347311,PRJNA782665,3,782665,SRS11127818,SAMN23391528,simple,9606,Homo sapiens,GSM5700139,,,,,,,no,,,,,GEO,SRA1333377,,public,BEDD29A8326B6DA018CD4D1675653D4B,0EE66AD8D692D6C426730DEDF2A6A242
SRR17011019,2023-08-01 20:18:03,2021-11-22 21:39:57,28210246,8088801343,28210246,286,3209,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR017/17011/SRR17011019/SRR17011019.lite.1,SRX13201169,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP347311,PRJNA782665,3,782665,SRS11127819,SAMN23391529,simple,9606,Homo sapiens,GSM5700140,,,,,,,no,,,,,GEO,SRA1333377,,public,E5F6EEFBB501DBBE8E75FF56E10577A9,54A7670BBAEE9DE6AA19FC83BCE7965F
SRR17011020,2023-08-01 20:18:03,2021-11-22 21:31:47,40999944,11913739361,40999944,290,4794,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR017/17011/SRR17011020/SRR17011020.lite.1,SRX13201170,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP347311,PRJNA782665,3,782665,SRS11127820,SAMN23391530,simple,9606,Homo sapiens,GSM5700141,,,,,,,no,,,,,GEO,SRA1333377,,public,75C2AE706E9209EC9311DE8CA55A0DC9,36F27DD20EB188AAF0756D32E23F0354
SRR17011021,2023-08-01 20:18:03,2021-11-22 21:18:24,26910800,7662859954,26910800,284,2987,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17011/SRR17011021/SRR17011021.lite.1,SRX13201171,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP347311,PRJNA782665,3,782665,SRS11127821,SAMN23391531,simple,9606,Homo sapiens,GSM5700142,,,,,,,no,,,,,GEO,SRA1333377,,public,FAF69850117A5329857349A70D918368,A5B51D6FC5309E266C229755B4614CDF
SRR17011012,2023-08-01 20:18:03,2021-11-22 21:29:11,43355002,12797578992,43355002,295,5724,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR017/17011/SRR17011012/SRR17011012.lite.1,SRX13201162,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP347311,PRJNA782665,3,782665,SRS11127812,SAMN23391522,simple,9606,Homo sapiens,GSM5700133,,,,,,,no,,,,,GEO,SRA1333377,,public,14A7DB6219896A1A52AF188358F10989,D81C73ED08AB8E36691AA71552825AB0
SRR17011013,2023-08-01 20:18:03,2021-11-22 21:28:24,54717994,16186873122,54717994,295,7249,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR017/17011/SRR17011013/SRR17011013.lite.1,SRX13201163,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP347311,PRJNA782665,3,782665,SRS11127813,SAMN23391523,simple,9606,Homo sapiens,GSM5700134,,,,,,,no,,,,,GEO,SRA1333377,,public,0C0393484EFD7032F9CB05D950858F53,9EE3C19629CCCFBF1B5214E148CAD73A
SRR17011014,2023-08-01 20:18:03,2021-11-22 21:09:58,42081384,12275250028,42081384,291,5540,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17011/SRR17011014/SRR17011014.lite.1,SRX13201164,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP347311,PRJNA782665,3,782665,SRS11127814,SAMN23391524,simple,9606,Homo sapiens,GSM5700135,,,,,,,no,,,,,GEO,SRA1333377,,public,5ADB3422AFB9D5B2D084F649374E9730,7B1DBBBD0E27014384424F70D12424A6
SRR17011015,2023-08-01 20:18:03,2021-11-22 21:18:23,45628058,13389126827,45628058,293,5935,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR017/17011/SRR17011015/SRR17011015.lite.1,SRX13201165,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP347311,PRJNA782665,3,782665,SRS11127815,SAMN23391525,simple,9606,Homo sapiens,GSM5700136,,,,,,,no,,,,,GEO,SRA1333377,,public,03E2668E5C546DECDA9C8BB3660C313B,35557789944DBA77E2E842BBC82887BD
SRR17011016,2023-08-01 20:18:03,2021-11-22 22:23:33,68616795,20072060974,68616795,292,8868,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR017/17011/SRR17011016/SRR17011016.lite.1,SRX13201166,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP347311,PRJNA782665,3,782665,SRS11127816,SAMN23391526,simple,9606,Homo sapiens,GSM5700137,,,,,,,no,,,,,GEO,SRA1333377,,public,4BA68A3A71669EC7EE1491D648AC3CD1,411D4A6B89DFF0BDC489B613B3550903
SRR17011007,2023-08-01 20:18:03,2021-11-22 21:35:20,40686294,11584793429,40686294,284,4552,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR017/17011/SRR17011007/SRR17011007.lite.1,SRX13201157,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP347311,PRJNA782665,3,782665,SRS11127807,SAMN23391517,simple,9606,Homo sapiens,GSM5700128,,,,,,,no,,,,,GEO,SRA1333377,,public,45FCFC952F0A9C1FB06B7BBF6B48E0A0,F581F8CD826D564EB3DC024A286CF25B
SRR17011008,2023-08-01 20:18:03,2021-11-22 21:18:16,27874313,7915743671,27874313,283,3131,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17011/SRR17011008/SRR17011008.lite.1,SRX13201158,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP347311,PRJNA782665,3,782665,SRS11127808,SAMN23391518,simple,9606,Homo sapiens,GSM5700129,,,,,,,no,,,,,GEO,SRA1333377,,public,EC79AAA8F4CBDAA6527F4800DF219AB6,FAB28337758274301DEB80DBECBEE880
SRR17011009,2023-08-01 20:18:03,2021-11-22 21:06:28,28505999,8053897970,28505999,282,3154,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR017/17011/SRR17011009/SRR17011009.lite.1,SRX13201159,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP347311,PRJNA782665,3,782665,SRS11127809,SAMN23391519,simple,9606,Homo sapiens,GSM5700130,,,,,,,no,,,,,GEO,SRA1333377,,public,50BC4BE31F9DD0BF9E501E65AC17363E,AE61ACED3CBF4A807E8C0BA5A3AE298D
SRR17011010,2023-08-01 20:18:03,2021-11-22 22:06:13,38429802,10959126843,38429802,285,4314,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR017/17011/SRR17011010/SRR17011010.lite.1,SRX13201160,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP347311,PRJNA782665,3,782665,SRS11127810,SAMN23391520,simple,9606,Homo sapiens,GSM5700131,,,,,,,no,,,,,GEO,SRA1333377,,public,D072D39C8F99356D8A171C71F9CE9F00,9A85B03B0546B2552EB8D483E6201B7E
SRR17011011,2023-08-01 20:18:03,2021-11-22 21:38:22,64581542,18866765899,64581542,292,8359,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR017/17011/SRR17011011/SRR17011011.lite.1,SRX13201161,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP347311,PRJNA782665,3,782665,SRS11127811,SAMN23391521,simple,9606,Homo sapiens,GSM5700132,,,,,,,no,,,,,GEO,SRA1333377,,public,F212236FE075114E457535D7A815A5CE,33B30B7CBE9BE2B225399BA906621EE1
SRR17011002,2023-08-01 20:18:03,2021-11-22 21:05:13,28793514,8127314339,28793514,282,3134,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR017/17011/SRR17011002/SRR17011002.lite.1,SRX13201152,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP347311,PRJNA782665,3,782665,SRS11127802,SAMN23391512,simple,9606,Homo sapiens,GSM5700123,,,,,,,no,,,,,GEO,SRA1333377,,public,56994860FB65A70BA8A397DBAC5A6601,9C530C36C543B98869E173E419234395
SRR17011003,2023-08-01 20:18:03,2021-11-22 21:09:17,26395564,7454560568,26395564,282,2884,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR017/17011/SRR17011003/SRR17011003.lite.1,SRX13201153,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP347311,PRJNA782665,3,782665,SRS11127803,SAMN23391513,simple,9606,Homo sapiens,GSM5700124,,,,,,,no,,,,,GEO,SRA1333377,,public,054B57B7E1673AD0A6EACF204B5E0AC6,5222453CA433C0A6F9F02652F49130B0
SRR17011004,2023-08-01 20:18:03,2021-11-22 21:04:42,25533186,7248697890,25533186,283,2808,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR017/17011/SRR17011004/SRR17011004.lite.1,SRX13201154,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP347311,PRJNA782665,3,782665,SRS11127804,SAMN23391514,simple,9606,Homo sapiens,GSM5700125,,,,,,,no,,,,,GEO,SRA1333377,,public,148531678E84A271BCB0F87074D96551,1CD3941D500AD310CFBFA7A92A700210
SRR17011005,2023-08-01 20:18:03,2021-11-22 21:09:07,33524247,9523207815,33524247,284,3682,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17011/SRR17011005/SRR17011005.lite.1,SRX13201155,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP347311,PRJNA782665,3,782665,SRS11127805,SAMN23391515,simple,9606,Homo sapiens,GSM5700126,,,,,,,no,,,,,GEO,SRA1333377,,public,DB760BA6E504D433E402323FBF39A503,FDBE512CF8BE05F4089067536F8597DA
SRR17011006,2023-08-01 20:18:03,2021-11-22 21:14:54,30566102,8751300759,30566102,286,3448,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR017/17011/SRR17011006/SRR17011006.lite.1,SRX13201156,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP347311,PRJNA782665,3,782665,SRS11127806,SAMN23391516,simple,9606,Homo sapiens,GSM5700127,,,,,,,no,,,,,GEO,SRA1333377,,public,F2BBB337D593748E630BB0304CB164A9,A81FC127F80CE5C4BA1B4AF045B5A239
SRR17010997,2023-08-01 20:18:02,2021-11-22 21:27:57,54251450,15619326941,54251450,287,6406,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR017/17010/SRR17010997/SRR17010997.lite.1,SRX13201147,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP347311,PRJNA782665,3,782665,SRS11127797,SAMN23391507,simple,9606,Homo sapiens,GSM5700118,,,,,,,no,,,,,GEO,SRA1333377,,public,25B492A58F1E8BF1DC483C84D9B048B9,6D5EFFDB124B010C76EEFF65155350C1
SRR17010998,2023-08-01 20:18:02,2021-11-22 21:12:16,36601751,10479585500,36601751,286,4319,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR017/17010/SRR17010998/SRR17010998.lite.1,SRX13201148,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP347311,PRJNA782665,3,782665,SRS11127798,SAMN23391508,simple,9606,Homo sapiens,GSM5700119,,,,,,,no,,,,,GEO,SRA1333377,,public,C8F4CE3C82C203F553D11DC03AD8F8A6,9271199C850333CD09419DD9FDA5F069
SRR17010999,2023-08-01 20:18:02,2021-11-22 21:20:43,54623050,15808106252,54623050,289,6546,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR017/17010/SRR17010999/SRR17010999.lite.1,SRX13201149,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP347311,PRJNA782665,3,782665,SRS11127799,SAMN23391509,simple,9606,Homo sapiens,GSM5700120,,,,,,,no,,,,,GEO,SRA1333377,,public,9933938B194394F32EFD06161BB5965E,61FFFCA5D7C0F181C5F75C1F0A4526FF
SRR17011000,2023-08-01 20:18:02,2021-11-22 21:30:49,56199297,16196395090,56199297,288,6669,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR017/17011/SRR17011000/SRR17011000.lite.1,SRX13201150,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP347311,PRJNA782665,3,782665,SRS11127800,SAMN23391510,simple,9606,Homo sapiens,GSM5700121,,,,,,,no,,,,,GEO,SRA1333377,,public,6D7C318B05CC1912FC8EE6C8B2352762,BEF6EA116AEB0EC0B5494480B8E1E092
SRR17011001,2023-08-01 20:18:03,2021-11-22 21:10:07,27732343,7826323316,27732343,282,3044,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR017/17011/SRR17011001/SRR17011001.lite.1,SRX13201151,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP347311,PRJNA782665,3,782665,SRS11127801,SAMN23391511,simple,9606,Homo sapiens,GSM5700122,,,,,,,no,,,,,GEO,SRA1333377,,public,D25AEFD86CF1852C2CF66088A5AB13B1,66172973FA5BFDE7766ED3F3E5A6E925
SRR17010992,2023-08-01 20:18:02,2021-11-22 21:39:25,66878076,19249289897,66878076,287,7903,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR017/17010/SRR17010992/SRR17010992.lite.1,SRX13201142,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP347311,PRJNA782665,3,782665,SRS11127792,SAMN23391496,simple,9606,Homo sapiens,GSM5700113,,,,,,,no,,,,,GEO,SRA1333377,,public,9D63CE1A731478D28FE4512FA72E056A,4D2AF0D28CACCB280D5D19F4311C194B
SRR17010993,2023-08-01 20:18:02,2021-11-22 21:21:33,47486549,13616029986,47486549,286,5588,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR017/17010/SRR17010993/SRR17010993.lite.1,SRX13201143,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP347311,PRJNA782665,3,782665,SRS11127793,SAMN23391497,simple,9606,Homo sapiens,GSM5700114,,,,,,,no,,,,,GEO,SRA1333377,,public,109E5B0294160B4E20EE91F447E288B8,A67481AC46D163A9A22CE7AE8C20A2ED
SRR17010994,2023-08-01 20:18:02,2021-11-22 21:40:04,62599263,18247667318,62599263,291,7556,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR017/17010/SRR17010994/SRR17010994.lite.1,SRX13201144,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP347311,PRJNA782665,3,782665,SRS11127794,SAMN23391498,simple,9606,Homo sapiens,GSM5700115,,,,,,,no,,,,,GEO,SRA1333377,,public,17B95BAC16470C96BF92EBBAE350655B,A6FA598A30C2E91AC3D925D0F71C9317
SRR17010995,2023-08-01 20:18:02,2021-11-22 21:29:12,47014242,13393048300,47014242,284,5647,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR017/17010/SRR17010995/SRR17010995.lite.1,SRX13201145,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP347311,PRJNA782665,3,782665,SRS11127795,SAMN23391499,simple,9606,Homo sapiens,GSM5700116,,,,,,,no,,,,,GEO,SRA1333377,,public,C3E166D0FF510C7F70830CE7A4B42520,527179E325C0AC52CC24AD36733813FA
SRR17010996,2023-08-01 20:18:02,2021-11-22 21:32:17,54256567,15599043728,54256567,287,6519,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR017/17010/SRR17010996/SRR17010996.lite.1,SRX13201146,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP347311,PRJNA782665,3,782665,SRS11127796,SAMN23391506,simple,9606,Homo sapiens,GSM5700117,,,,,,,no,,,,,GEO,SRA1333377,,public,A968866C106EAC43AE35EC406D5EA09F,BA8E6BD02F24A4E268FFAD7EF10D0B20
SRR17010987,2023-08-01 20:18:02,2021-11-22 21:13:49,34952415,10006798946,34952415,286,3950,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR017/17010/SRR17010987/SRR17010987.lite.1,SRX13201137,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP347311,PRJNA782665,3,782665,SRS11127787,SAMN23391491,simple,9606,Homo sapiens,GSM5700108,,,,,,,no,,,,,GEO,SRA1333377,,public,F64433FD057F3AA62D8E10174413BAB0,42B90C77DC49223EDE1A79EAB5104F8B
SRR17010988,2023-08-01 20:18:02,2021-11-22 21:14:33,34909986,10062913324,34909986,288,4019,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR017/17010/SRR17010988/SRR17010988.lite.1,SRX13201138,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP347311,PRJNA782665,3,782665,SRS11127788,SAMN23391492,simple,9606,Homo sapiens,GSM5700109,,,,,,,no,,,,,GEO,SRA1333377,,public,45B5996C40D782808263A01340DD13EF,B26AF08BF0B8E937C9C853115D55A0FF
